,description,publishedAt,title,title_desc_sent_1,title_desc
110,Further evidence that tighter mortgage lending has slowed a boom in Canada's biggest city,2018-12-13,Toronto new home prices see biggest 12-month drop in more than two decades,-1,Toronto new home prices see biggest 12-month drop in more than two decades. Further evidence that tighter mortgage lending has slowed a boom in Canada's biggest city
69,"The benchmark underpins US$350 trillion of mortgages, loans and derivatives across various currencies, and employees are scrambling to manage its demise",2019-08-27,"'An international, complex intellectual challenge': Wall Street prepares for the end of the Libor era",0,"'An international, complex intellectual challenge': Wall Street prepares for the end of the Libor era. The benchmark underpins US$350 trillion of mortgages, loans and derivatives across various currencies, and employees are scrambling to manage its demise"
31,Officials say construction on the twin tower development will take about three years,2020-01-08,Development with 110 affordable units in London gets $130M boost,1,Development with 110 affordable units in London gets $130M boost. Officials say construction on the twin tower development will take about three years
32,'Expect further acceleration in 2020 if there is no relief on the supply front',2020-01-07,Tight Toronto housing market pushes prices to record highs with biggest gains in three years,1,Tight Toronto housing market pushes prices to record highs with biggest gains in three years. 'Expect further acceleration in 2020 if there is no relief on the supply front'
81,Increase in home sales backed by record-setting month in May,2019-07-05,Houses in New Brunswick selling at unusually fast rate,1,Houses in New Brunswick selling at unusually fast rate. Increase in home sales backed by record-setting month in May
7,"With economic activity diving in Canada, just how bad will it get?",2020-04-15,Recession or depression? Canada's economy is in for a rough spring,-1,"Recession or depression? Canada's economy is in for a rough spring. With economic activity diving in Canada, just how bad will it get?"
2,"He's seeking a combined US$39.5 million for the Bel Air properties, including one that was previously owned by the late Gene Wilder",2020-05-04,Elon Musk puts two homes up for sale after vow to sell most possessions,0,"Elon Musk puts two homes up for sale after vow to sell most possessions. He's seeking a combined US$39.5 million for the Bel Air properties, including one that was previously owned by the late Gene Wilder"
44,"Canada's growth engines are sputtering, from investment and exports to weakening consumption as households cope with high debt levels",2019-11-28,Canadian economy faces a prolonged period of sluggish growth,-1,"Canadian economy faces a prolonged period of sluggish growth. Canada's growth engines are sputtering, from investment and exports to weakening consumption as households cope with high debt levels"
19,40 banks around the world have already cut interest rates — and Canada could be next,2020-03-01,How the coronavirus has thrown interest rate plans out the window,-1,How the coronavirus has thrown interest rate plans out the window. 40 banks around the world have already cut interest rates — and Canada could be next
2,"He's seeking a combined US$39.5 million for the Bel Air properties, including one that was previously owned by the late Gene Wilder",2020-05-04,Elon Musk puts two homes up for sale after vow to sell most possessions,0,"Elon Musk puts two homes up for sale after vow to sell most possessions. He's seeking a combined US$39.5 million for the Bel Air properties, including one that was previously owned by the late Gene Wilder"
25,Builder says mortgage and appraisal system keeps families out of low energy homes,2020-02-06,Net-zero-energy home sits empty as builder struggles to find buyers,0,Net-zero-energy home sits empty as builder struggles to find buyers. Builder says mortgage and appraisal system keeps families out of low energy homes
35,"Amazon, other retailers had last-minute surge in online holiday shopping",2019-12-26,Markets up as retailers rise with holiday shopping,0,"Markets up as retailers rise with holiday shopping. Amazon, other retailers had last-minute surge in online holiday shopping"
41,Realtors are cautioning values could continue rising given the dearth of listings and supply,2019-12-04,Toronto home prices grow at fastest pace in two years,1,Toronto home prices grow at fastest pace in two years. Realtors are cautioning values could continue rising given the dearth of listings and supply
97,TD says impact of rules have been longer-lasting and more significant than originally intended and government should consider flexibility,2019-04-30,"Scrapping mortgage rules would boost Canadian home prices by about $32,000, TD says",1,"Scrapping mortgage rules would boost Canadian home prices by about $32,000, TD says. TD says impact of rules have been longer-lasting and more significant than originally intended and government should consider flexibility"
72,"City has seen 2,600 new rooms added in the past 3 years, and 1,200 of those are less than a year old",2019-08-12,"Stop building' hotels in Calgary, industry urges, as supply of rooms outstrips demand",0,"Stop building' hotels in Calgary, industry urges, as supply of rooms outstrips demand. City has seen 2,600 new rooms added in the past 3 years, and 1,200 of those are less than a year old"
76,"Move trims U.S. rate by quarter point to 2.25%, closer to Bank of Canada's",2019-07-31,U.S. central bank cuts interest rate for 1st time since 2008,-1,"U.S. central bank cuts interest rate for 1st time since 2008. Move trims U.S. rate by quarter point to 2.25%, closer to Bank of Canada's"
3,"A surge in listings, fewer renters means more competition for landlords",2020-05-01,"Condo vacancies rise, rents fall as pandemic crushes GTA's short-term rental market",-1,"Condo vacancies rise, rents fall as pandemic crushes GTA's short-term rental market. A surge in listings, fewer renters means more competition for landlords"
13,"A perfect storm of lower interest rates, widespread layoffs and economic uncertainty brought on by the COVID-19 outbreak has sent the mortgage finance market into overdrive.",2020-03-27,"Mortgage market sees flurry of activity amid low rates, virus uncertainty",-1,"Mortgage market sees flurry of activity amid low rates, virus uncertainty. A perfect storm of lower interest rates, widespread layoffs and economic uncertainty brought on by the COVID-19 outbreak has sent the mortgage finance market into overdrive."
57,One real estate broker says he sold 30 condos in one weekend,2019-10-04,"Canada's housing market has come roaring back this fall, complete with black-tie condo launches",1,"Canada's housing market has come roaring back this fall, complete with black-tie condo launches. One real estate broker says he sold 30 condos in one weekend"
25,Builder says mortgage and appraisal system keeps families out of low energy homes,2020-02-06,Net-zero-energy home sits empty as builder struggles to find buyers,0,Net-zero-energy home sits empty as builder struggles to find buyers. Builder says mortgage and appraisal system keeps families out of low energy homes
67,CMHC's annual report on Northern housing shows mixed outlook across the 3 territories,2019-08-29,Yellowknife's housing market slows as economic slump looms on the horizon: CMHC,-1,Yellowknife's housing market slows as economic slump looms on the horizon: CMHC. CMHC's annual report on Northern housing shows mixed outlook across the 3 territories
35,"Amazon, other retailers had last-minute surge in online holiday shopping",2019-12-26,Markets up as retailers rise with holiday shopping,0,"Markets up as retailers rise with holiday shopping. Amazon, other retailers had last-minute surge in online holiday shopping"
117,Canada’s mortgage growth has fallen to the lowest in nearly two decades as interest rates rise and after new mortgage rules took effect at the start of the year.,2018-05-01,Mortgage growth in Canada hasn't been this weak since 2001,1,Mortgage growth in Canada hasn't been this weak since 2001. Canada’s mortgage growth has fallen to the lowest in nearly two decades as interest rates rise and after new mortgage rules took effect at the start of the year.
92,Maxime Pedneaud-Jobin says $6M in new money not enough to fix crisis,2019-05-24,Gatineau mayor wants more help from province for affordable housing,0,Gatineau mayor wants more help from province for affordable housing. Maxime Pedneaud-Jobin says $6M in new money not enough to fix crisis
74,Fraser Valley saw an increase of 13%; benchmark prices fall,2019-08-02,Metro Vancouver home sales surge 23.5% in July compared to last year,1,Metro Vancouver home sales surge 23.5% in July compared to last year. Fraser Valley saw an increase of 13%; benchmark prices fall
41,Realtors are cautioning values could continue rising given the dearth of listings and supply,2019-12-04,Toronto home prices grow at fastest pace in two years,1,Toronto home prices grow at fastest pace in two years. Realtors are cautioning values could continue rising given the dearth of listings and supply
49,Canada Mortgage and Housing Corp. says pace of new construction down with fewer multi-unit projects begun,2019-11-08,"Annual pace of housing starts slowed to 201,973 in October, CMHC reports",-1,"Annual pace of housing starts slowed to 201,973 in October, CMHC reports. Canada Mortgage and Housing Corp. says pace of new construction down with fewer multi-unit projects begun"
18,Oil prices fall as much as 30 per cent; stock markets halted and bond yields plunge,2020-03-09,"Oil plunge, coronavirus fears prompt panic selling on stock markets",-1,"Oil plunge, coronavirus fears prompt panic selling on stock markets. Oil prices fall as much as 30 per cent; stock markets halted and bond yields plunge"
24,"A unit of Toronto-Dominion Bank is moving ahead with what would be the first widely-marketed Canadian private-label residential mortgage-backed securities deal from one of the country’s six largest banks, according DBRS Morningstar.",2020-02-13,TD markets first RMBS from a top-six Canadian bank,0,"TD markets first RMBS from a top-six Canadian bank. A unit of Toronto-Dominion Bank is moving ahead with what would be the first widely-marketed Canadian private-label residential mortgage-backed securities deal from one of the country’s six largest banks, according DBRS Morningstar."
99,Sales down 4.6% and prices fell 0.5% from a year earlier,2019-04-15,Canadian home sales remain at lowest levels in six years,-1,Canadian home sales remain at lowest levels in six years. Sales down 4.6% and prices fell 0.5% from a year earlier
87,That is just before new mortgage stress test came into place,2019-06-05,Toronto home sales surge back to highest levels since 2017 — that's pre-stress test,1,Toronto home sales surge back to highest levels since 2017 — that's pre-stress test. That is just before new mortgage stress test came into place
123,Canada’s big banks increased their prime lending rates on Wednesday.,2017-07-13,Canada's banks increase prime lending rates,1,Canada's banks increase prime lending rates. Canada’s big banks increased their prime lending rates on Wednesday.
46,Number of new houses being built plummets by nearly 16%,2019-11-15,New house prices drop even more in Calgary,-1,New house prices drop even more in Calgary. Number of new houses being built plummets by nearly 16%
10,Tough times are forecast after COVID-19 measures slow sales,2020-04-09,Canadian real estate markets hit hard by pandemic,-1,Canadian real estate markets hit hard by pandemic. Tough times are forecast after COVID-19 measures slow sales
103,Even the wealthiest people use mortgages to maintain liquidity,2019-02-22,Asset-rich but cash-poor: Elon Musk recently took out five monster mortgages worth $61 million,0,Asset-rich but cash-poor: Elon Musk recently took out five monster mortgages worth $61 million. Even the wealthiest people use mortgages to maintain liquidity
79,"The chief executive of Alberta-based bank ATB Financial is calling on the federal government to revisit controversial mortgage rules introduced in January 2018, saying the regulations are holding back some Canadians from buying homes.",2019-07-11,"Feds should assess housing 'broadly,' revisit mortgage rules: ATB CEO",-1,"Feds should assess housing 'broadly,' revisit mortgage rules: ATB CEO. The chief executive of Alberta-based bank ATB Financial is calling on the federal government to revisit controversial mortgage rules introduced in January 2018, saying the regulations are holding back some Canadians from buying homes."
102,Realtors warn of ‘hit to the economy’ in the billions of dollars if declines continue,2019-03-05,Toronto Real Estate Board calls for looser mortgage rules as monthly sales drop most in a year,-1,Toronto Real Estate Board calls for looser mortgage rules as monthly sales drop most in a year. Realtors warn of ‘hit to the economy’ in the billions of dollars if declines continue
108,"Rising borrowing costs, increased government regulation and volatile stock markets playing a role, along with dwindling demand from Chinese buyers",2019-01-04,"It’s not just Vancouver: Property market slump goes global, jolting cities from Hong Kong to Sydney",1,"It’s not just Vancouver: Property market slump goes global, jolting cities from Hong Kong to Sydney. Rising borrowing costs, increased government regulation and volatile stock markets playing a role, along with dwindling demand from Chinese buyers"
57,One real estate broker says he sold 30 condos in one weekend,2019-10-04,"Canada's housing market has come roaring back this fall, complete with black-tie condo launches",1,"Canada's housing market has come roaring back this fall, complete with black-tie condo launches. One real estate broker says he sold 30 condos in one weekend"
24,"A unit of Toronto-Dominion Bank is moving ahead with what would be the first widely-marketed Canadian private-label residential mortgage-backed securities deal from one of the country’s six largest banks, according DBRS Morningstar.",2020-02-13,TD markets first RMBS from a top-six Canadian bank,0,"TD markets first RMBS from a top-six Canadian bank. A unit of Toronto-Dominion Bank is moving ahead with what would be the first widely-marketed Canadian private-label residential mortgage-backed securities deal from one of the country’s six largest banks, according DBRS Morningstar."
3,"A surge in listings, fewer renters means more competition for landlords",2020-05-01,"Condo vacancies rise, rents fall as pandemic crushes GTA's short-term rental market",-1,"Condo vacancies rise, rents fall as pandemic crushes GTA's short-term rental market. A surge in listings, fewer renters means more competition for landlords"
75,"New stock, new uses driving prices",2019-07-31,How Charlottetown has become one of the hottest housing markets in Canada,1,"How Charlottetown has become one of the hottest housing markets in Canada. New stock, new uses driving prices"
41,Realtors are cautioning values could continue rising given the dearth of listings and supply,2019-12-04,Toronto home prices grow at fastest pace in two years,1,Toronto home prices grow at fastest pace in two years. Realtors are cautioning values could continue rising given the dearth of listings and supply
46,Number of new houses being built plummets by nearly 16%,2019-11-15,New house prices drop even more in Calgary,-1,New house prices drop even more in Calgary. Number of new houses being built plummets by nearly 16%
83,A new wave of supply is also dampening growth,2019-06-28,Toronto condo prices see weakest growth in 5 years as tight lending rules bite,-1,Toronto condo prices see weakest growth in 5 years as tight lending rules bite. A new wave of supply is also dampening growth
31,Officials say construction on the twin tower development will take about three years,2020-01-08,Development with 110 affordable units in London gets $130M boost,1,Development with 110 affordable units in London gets $130M boost. Officials say construction on the twin tower development will take about three years
85,Calgary and Edmonton's young demographics make it a good fit for creating new rental units,2019-06-18,"Office buildings turn to apartments, bring downtown Calgary back to life",0,"Office buildings turn to apartments, bring downtown Calgary back to life. Calgary and Edmonton's young demographics make it a good fit for creating new rental units"
50,Real estate board says lower prices helped boost sales by 45.4% over 2018,2019-11-05,Home sales surged in Vancouver area in October,1,Home sales surged in Vancouver area in October. Real estate board says lower prices helped boost sales by 45.4% over 2018
65,"CEO Victor Dodig says the bank 'put the brakes on too hard, and we're re-adjusting for that'",2019-09-04,"CIBC may have gone too far with its mortgage retreat, CEO says",0,"CIBC may have gone too far with its mortgage retreat, CEO says. CEO Victor Dodig says the bank 'put the brakes on too hard, and we're re-adjusting for that'"
4,Economists forecast sharpest downturn in U.S. history this quarter,2020-04-29,U.S. Federal Reserve leaves rates near zero as COVID-19 savages U.S. economy,0,U.S. Federal Reserve leaves rates near zero as COVID-19 savages U.S. economy. Economists forecast sharpest downturn in U.S. history this quarter
61,"Already carrying debt, many seniors can't downsize because they can't afford high rents, so turn to reverse mortgages for a new source of income",2019-09-16,Don't-pay-til-you-die reverse mortgages are booming in Canada as seniors binge on debt,0,"Don't-pay-til-you-die reverse mortgages are booming in Canada as seniors binge on debt. Already carrying debt, many seniors can't downsize because they can't afford high rents, so turn to reverse mortgages for a new source of income"
86,Signs that financial strains are higher here in Canada,2019-06-10,Three reasons Canadians will feel the pain of the next recession more than Americans,0,Three reasons Canadians will feel the pain of the next recession more than Americans. Signs that financial strains are higher here in Canada
4,Economists forecast sharpest downturn in U.S. history this quarter,2020-04-29,U.S. Federal Reserve leaves rates near zero as COVID-19 savages U.S. economy,0,U.S. Federal Reserve leaves rates near zero as COVID-19 savages U.S. economy. Economists forecast sharpest downturn in U.S. history this quarter
94,"More co-ordinated approach to homelessness needed, says Human Development Council",2019-05-22,"Saint John housing programs more effective, but shelter use on the rise, report shows",0,"Saint John housing programs more effective, but shelter use on the rise, report shows. More co-ordinated approach to homelessness needed, says Human Development Council"
87,That is just before new mortgage stress test came into place,2019-06-05,Toronto home sales surge back to highest levels since 2017 — that's pre-stress test,1,Toronto home sales surge back to highest levels since 2017 — that's pre-stress test. That is just before new mortgage stress test came into place
68,"Wednesday's drop appears driven by technical factors, such as investors needing to add long-term bonds as a hedge, not anxiety about the economy",2019-08-28,"Bond yields just sank to record lows again, but this time markets aren't panicking",-1,"Bond yields just sank to record lows again, but this time markets aren't panicking. Wednesday's drop appears driven by technical factors, such as investors needing to add long-term bonds as a hedge, not anxiety about the economy"
50,Real estate board says lower prices helped boost sales by 45.4% over 2018,2019-11-05,Home sales surged in Vancouver area in October,1,Home sales surged in Vancouver area in October. Real estate board says lower prices helped boost sales by 45.4% over 2018
106,Finance Minister said he's not considering any additional regulations to address the growth of private mortgage lenders,2019-01-28,"Stress tests on private lenders not being considered, Morneau says",0,"Stress tests on private lenders not being considered, Morneau says. Finance Minister said he's not considering any additional regulations to address the growth of private mortgage lenders"
105,"Canada’s banking regulator defended tougher mortgage underwriting rules blamed recently for a slump in the nation’s housing market, but left open the possibility that regulations could ease if conditions change.",2019-02-05,Regulator OSFI opens door to easing Canadian mortgage rules,0,"Regulator OSFI opens door to easing Canadian mortgage rules. Canada’s banking regulator defended tougher mortgage underwriting rules blamed recently for a slump in the nation’s housing market, but left open the possibility that regulations could ease if conditions change."
76,"Move trims U.S. rate by quarter point to 2.25%, closer to Bank of Canada's",2019-07-31,U.S. central bank cuts interest rate for 1st time since 2008,-1,"U.S. central bank cuts interest rate for 1st time since 2008. Move trims U.S. rate by quarter point to 2.25%, closer to Bank of Canada's"
111,New listings down 26%,2018-12-05,"Toronto housing sales fall the most in eight months, but prices stay steady",0,"Toronto housing sales fall the most in eight months, but prices stay steady. New listings down 26%"
108,"Rising borrowing costs, increased government regulation and volatile stock markets playing a role, along with dwindling demand from Chinese buyers",2019-01-04,"It’s not just Vancouver: Property market slump goes global, jolting cities from Hong Kong to Sydney",1,"It’s not just Vancouver: Property market slump goes global, jolting cities from Hong Kong to Sydney. Rising borrowing costs, increased government regulation and volatile stock markets playing a role, along with dwindling demand from Chinese buyers"
35,"Amazon, other retailers had last-minute surge in online holiday shopping",2019-12-26,Markets up as retailers rise with holiday shopping,0,"Markets up as retailers rise with holiday shopping. Amazon, other retailers had last-minute surge in online holiday shopping"
