,description,publishedAt,title,title_desc_sent_1,title_desc
110,Ottawa warned it could face ‘severe consequences’ if Wanzhou Meng not released immediately,2018-12-10,China accuses Canada of violating bilateral agreement in Huawei arrest,0,China accuses Canada of violating bilateral agreement in Huawei arrest. Ottawa warned it could face ‘severe consequences’ if Wanzhou Meng not released immediately
35,Bank of Canada Governor Stephen Poloz said losses from the trade conflict are likely to be permanent even if growth picks up,2020-01-09,"U.S.-China pact signals global trade progress, but Poloz says it’s uncertain if Canada will benefit",0,"U.S.-China pact signals global trade progress, but Poloz says it’s uncertain if Canada will benefit. Bank of Canada Governor Stephen Poloz said losses from the trade conflict are likely to be permanent even if growth picks up"
61,"After initial 'bubble' in cannabis stocks, analyst expects about a half dozen companies to survive, thrive",2019-10-14,"Prairies 'bright spot' in Canadian cannabis market as legalization anniversary nears, expert says",1,"Prairies 'bright spot' in Canadian cannabis market as legalization anniversary nears, expert says. After initial 'bubble' in cannabis stocks, analyst expects about a half dozen companies to survive, thrive"
113,"Brookfield is weighing options that would give it control of some retail properties from Meraas, including entering into a joint venture for those developments, sources say",2018-11-27,Brookfield in talks to invest in Dubai property developer Meraas,1,"Brookfield in talks to invest in Dubai property developer Meraas. Brookfield is weighing options that would give it control of some retail properties from Meraas, including entering into a joint venture for those developments, sources say"
69,Chief Mario Draghi pledge indefinite stimulus Thursday,2019-09-12,European Central Bank introduces aggressive stimulus package to revive ailing economy,0,European Central Bank introduces aggressive stimulus package to revive ailing economy. Chief Mario Draghi pledge indefinite stimulus Thursday
92,"'You have to be very, very brave to call the top for the tech sector'",2019-06-05,Are tech's glory days over? This US$442 billion money manager thinks so,-1,"Are tech's glory days over? This US$442 billion money manager thinks so. 'You have to be very, very brave to call the top for the tech sector'"
5,U.S. and China in spat over origin of the coronavirus,2020-05-04,"Stocks are falling today as investors worry rise in China, U.S. tensions will derail rebound",-1,"Stocks are falling today as investors worry rise in China, U.S. tensions will derail rebound. U.S. and China in spat over origin of the coronavirus"
28,"Statistics Canada says Alberta lost 19,000 jobs last month",2020-02-08,What Alberta job losses in January mean for Edmonton,-1,"What Alberta job losses in January mean for Edmonton. Statistics Canada says Alberta lost 19,000 jobs last month"
114,"The flood of U.S. pot companies onto Canadian stock exchanges continued Friday, with DionyMed Holdings Inc. receiving conditional approval for its listing after raising $35 million in a private placement.",2018-11-23,U.S. pot rush continues as DionyMed prepares to list in Canada,1,"U.S. pot rush continues as DionyMed prepares to list in Canada. The flood of U.S. pot companies onto Canadian stock exchanges continued Friday, with DionyMed Holdings Inc. receiving conditional approval for its listing after raising $35 million in a private placement."
114,"The flood of U.S. pot companies onto Canadian stock exchanges continued Friday, with DionyMed Holdings Inc. receiving conditional approval for its listing after raising $35 million in a private placement.",2018-11-23,U.S. pot rush continues as DionyMed prepares to list in Canada,1,"U.S. pot rush continues as DionyMed prepares to list in Canada. The flood of U.S. pot companies onto Canadian stock exchanges continued Friday, with DionyMed Holdings Inc. receiving conditional approval for its listing after raising $35 million in a private placement."
76,Ride-hailing giant said it paid $3.9 billion in stock-based compensation and expenses during the quarter,2019-08-08,Uber loses $5.24B in Q2 after post-IPO stock payouts,-1,Uber loses $5.24B in Q2 after post-IPO stock payouts. Ride-hailing giant said it paid $3.9 billion in stock-based compensation and expenses during the quarter
103,"Trichome Financial, led by Michael Ruscetta, will only lend to Canadian firms at first but wants to develop a structure that will allow it to lend elsewhere",2019-02-20,Goldman Sachs alumnus readies $100-million war chest to jump into cannabis debt financing,0,"Goldman Sachs alumnus readies $100-million war chest to jump into cannabis debt financing. Trichome Financial, led by Michael Ruscetta, will only lend to Canadian firms at first but wants to develop a structure that will allow it to lend elsewhere"
22,Boost comes from news that finance ministers and bankers to hold teleconference on coronavirus response Tuesday,2020-03-02,TSX snaps six-day losing streak as global stocks rally on central bank hopes,1,TSX snaps six-day losing streak as global stocks rally on central bank hopes. Boost comes from news that finance ministers and bankers to hold teleconference on coronavirus response Tuesday
50,"TD Bank will own about 13% of combined company, which will control about control 24 million accounts",2019-11-25,TD Ameritrade to be bought by Charles Schwab in $26B brokerage blockbuster,1,"TD Ameritrade to be bought by Charles Schwab in $26B brokerage blockbuster. TD Bank will own about 13% of combined company, which will control about control 24 million accounts"
42,President Donald Trump says U.S. is 'very close' to nailing down trade deal with China,2019-12-12,U.S. stocks reach new highs after rumours of 50% cut on Chinese tariffs,1,U.S. stocks reach new highs after rumours of 50% cut on Chinese tariffs. President Donald Trump says U.S. is 'very close' to nailing down trade deal with China
36,Baker group poised to gain control of retailer after agreeing to Catalyst Capital's higher asking price,2020-01-06,HBC shares up on news of likely takeover deal,1,HBC shares up on news of likely takeover deal. Baker group poised to gain control of retailer after agreeing to Catalyst Capital's higher asking price
72,With training camps fast approaching these valued vets are worth watching,2019-08-14,NHL free agency: Plenty of talented players still up for grabs,0,NHL free agency: Plenty of talented players still up for grabs. With training camps fast approaching these valued vets are worth watching
44,Royal Bank of Canada’s record-breaking profit engine may be running out of steam,2019-12-04,Royal Bank of Canada misses expectations in tough times for investment banking,-1,Royal Bank of Canada misses expectations in tough times for investment banking. Royal Bank of Canada’s record-breaking profit engine may be running out of steam
26,American won 82 tournaments including 13 majors,2020-02-18,Hall of Fame golfer and LPGA great Mickey Wright dies at 85,0,Hall of Fame golfer and LPGA great Mickey Wright dies at 85. American won 82 tournaments including 13 majors
104,"Right now, he says, there's a spirit of thinking the lengthy bull market 'ought to come to an end soon'",2019-02-12,"Recession risk looks elevated, says Nobel economist Robert Shiller",-1,"Recession risk looks elevated, says Nobel economist Robert Shiller. Right now, he says, there's a spirit of thinking the lengthy bull market 'ought to come to an end soon'"
33,Some fund managers say they're wondering if now is the time to cash in,2020-01-17,"Google parent, Alphabet, just became trillion-dollar company",1,"Google parent, Alphabet, just became trillion-dollar company. Some fund managers say they're wondering if now is the time to cash in"
60,The U.S. held off on tariffs set to kick in Tuesday but has yet to cancel plans for more tariffs in December,2019-10-16,U.S. stock indexes wobble as traders turn cautious over trade,-1,U.S. stock indexes wobble as traders turn cautious over trade. The U.S. held off on tariffs set to kick in Tuesday but has yet to cancel plans for more tariffs in December
20,"This is one of the biggest shocks we've seen in the last 40 years,' analyst says",2020-03-12,"Crude price plummet raises spectre of spending cuts, job losses in Canadian oilpatch",-1,"Crude price plummet raises spectre of spending cuts, job losses in Canadian oilpatch. This is one of the biggest shocks we've seen in the last 40 years,' analyst says"
54,"While politicians may choose to ignore climate science, money managers cannot",2019-11-06,The market battle for climate supremacy heats up: Don Pittis,0,"The market battle for climate supremacy heats up: Don Pittis. While politicians may choose to ignore climate science, money managers cannot"
93,"Officials didn't say which firms are being investigated, as shares in Facebook, Google, Amazon and Apple fall",2019-06-04,U.S. Congress launches antitrust probe into big tech companies,-1,"U.S. Congress launches antitrust probe into big tech companies. Officials didn't say which firms are being investigated, as shares in Facebook, Google, Amazon and Apple fall"
106,Oil cuts that boosted price send clear signal 'You can't grow. Don't even try',2019-01-21,Why are energy stocks so cold when Canadian oil prices are so hot?,-1,Why are energy stocks so cold when Canadian oil prices are so hot?. Oil cuts that boosted price send clear signal 'You can't grow. Don't even try'
36,Baker group poised to gain control of retailer after agreeing to Catalyst Capital's higher asking price,2020-01-06,HBC shares up on news of likely takeover deal,1,HBC shares up on news of likely takeover deal. Baker group poised to gain control of retailer after agreeing to Catalyst Capital's higher asking price
37,"Central bank noted U.S. economy 'showing resilience' despite trade war, according to minutes of Dec. meeting",2020-01-03,Fed saw last month less risk of U.S. recession,1,"Fed saw last month less risk of U.S. recession. Central bank noted U.S. economy 'showing resilience' despite trade war, according to minutes of Dec. meeting"
50,"TD Bank will own about 13% of combined company, which will control about control 24 million accounts",2019-11-25,TD Ameritrade to be bought by Charles Schwab in $26B brokerage blockbuster,1,"TD Ameritrade to be bought by Charles Schwab in $26B brokerage blockbuster. TD Bank will own about 13% of combined company, which will control about control 24 million accounts"
5,U.S. and China in spat over origin of the coronavirus,2020-05-04,"Stocks are falling today as investors worry rise in China, U.S. tensions will derail rebound",-1,"Stocks are falling today as investors worry rise in China, U.S. tensions will derail rebound. U.S. and China in spat over origin of the coronavirus"
10,Shares surge to a record after CTO says company is doing 'Black Friday level traffic' daily,2020-04-17,Shopify just leapfrogged Brookfield to become the third-largest company in Canada,1,Shopify just leapfrogged Brookfield to become the third-largest company in Canada. Shares surge to a record after CTO says company is doing 'Black Friday level traffic' daily
61,"After initial 'bubble' in cannabis stocks, analyst expects about a half dozen companies to survive, thrive",2019-10-14,"Prairies 'bright spot' in Canadian cannabis market as legalization anniversary nears, expert says",1,"Prairies 'bright spot' in Canadian cannabis market as legalization anniversary nears, expert says. After initial 'bubble' in cannabis stocks, analyst expects about a half dozen companies to survive, thrive"
60,The U.S. held off on tariffs set to kick in Tuesday but has yet to cancel plans for more tariffs in December,2019-10-16,U.S. stock indexes wobble as traders turn cautious over trade,-1,U.S. stock indexes wobble as traders turn cautious over trade. The U.S. held off on tariffs set to kick in Tuesday but has yet to cancel plans for more tariffs in December
96,Stocks tumbled after the President shocked investors by threatening to hike tariffs on Chinese goods — just when things seemed to be going so well,2019-05-06,"With two tweets, Trump shatters historic calm in global markets",-1,"With two tweets, Trump shatters historic calm in global markets. Stocks tumbled after the President shocked investors by threatening to hike tariffs on Chinese goods — just when things seemed to be going so well"
87,Treasury Secretary Steven Mnuchin expressed optimism that a deal could be reached by year end,2019-06-26,U.S. set to delay more China tariffs ahead of Trump-Xi meeting,1,U.S. set to delay more China tariffs ahead of Trump-Xi meeting. Treasury Secretary Steven Mnuchin expressed optimism that a deal could be reached by year end
37,"Central bank noted U.S. economy 'showing resilience' despite trade war, according to minutes of Dec. meeting",2020-01-03,Fed saw last month less risk of U.S. recession,1,"Fed saw last month less risk of U.S. recession. Central bank noted U.S. economy 'showing resilience' despite trade war, according to minutes of Dec. meeting"
83,Couche-Tard makes strategic cannabis move with investment in Fire & Flower,2019-07-24,Edmonton-based cannabis retailer set to grow with investment from global retailer,1,Edmonton-based cannabis retailer set to grow with investment from global retailer. Couche-Tard makes strategic cannabis move with investment in Fire & Flower
120,"While Europe’s second-tier airlines collapse or wrestle with stretched finances, Wow Air plans to sell shares to the public.",2018-09-19,A low-cost airline is planning a rare IPO,0,"A low-cost airline is planning a rare IPO. While Europe’s second-tier airlines collapse or wrestle with stretched finances, Wow Air plans to sell shares to the public."
41,Americans upped the minimum allowable size of lobster for import in 1989,2019-12-13,The small change that meant big losses for lobstermen,0,The small change that meant big losses for lobstermen. Americans upped the minimum allowable size of lobster for import in 1989
91,"Company shuttered its Montreal sales office in March, and local businesses say it's been hard to get in touch",2019-06-07,Quebec business owners say Groupon owes them cash as its northern presence fades,0,"Quebec business owners say Groupon owes them cash as its northern presence fades. Company shuttered its Montreal sales office in March, and local businesses say it's been hard to get in touch"
79,"New stock, new uses driving prices",2019-07-31,How Charlottetown has become one of the hottest housing markets in Canada,0,"How Charlottetown has become one of the hottest housing markets in Canada. New stock, new uses driving prices"
38,Montreal-based company holds 50% stake in Bombardier Sifang Transportation Ltd.,2020-01-02,Bombardier joint venture lands $427 million US contract to build high-speed trains in China,0,Bombardier joint venture lands $427 million US contract to build high-speed trains in China. Montreal-based company holds 50% stake in Bombardier Sifang Transportation Ltd.
12,All the bad sleep habits that we have can be exacerbated by this',2020-04-15,Struggling with nightmares and sleepless nights? Don't let pandemic stress ruin your rest,0,Struggling with nightmares and sleepless nights? Don't let pandemic stress ruin your rest. All the bad sleep habits that we have can be exacerbated by this'
99,'We got in two months what we thought we'd achieve through the course of the year. It's a bit disconcerting',2019-04-01,Cannabis gives Canadian stocks their best high in 19 years. Will it last?,1,Cannabis gives Canadian stocks their best high in 19 years. Will it last?. 'We got in two months what we thought we'd achieve through the course of the year. It's a bit disconcerting'
80,Gavin Hattersley will replace Mark Hunter as Molson Coors Brewing Co. CEO who retires next month,2019-07-31,New Molson Coors CEO to address flat beer market with spiked seltzers,-1,New Molson Coors CEO to address flat beer market with spiked seltzers. Gavin Hattersley will replace Mark Hunter as Molson Coors Brewing Co. CEO who retires next month
72,With training camps fast approaching these valued vets are worth watching,2019-08-14,NHL free agency: Plenty of talented players still up for grabs,0,NHL free agency: Plenty of talented players still up for grabs. With training camps fast approaching these valued vets are worth watching
110,Ottawa warned it could face ‘severe consequences’ if Wanzhou Meng not released immediately,2018-12-10,China accuses Canada of violating bilateral agreement in Huawei arrest,0,China accuses Canada of violating bilateral agreement in Huawei arrest. Ottawa warned it could face ‘severe consequences’ if Wanzhou Meng not released immediately
92,"'You have to be very, very brave to call the top for the tech sector'",2019-06-05,Are tech's glory days over? This US$442 billion money manager thinks so,-1,"Are tech's glory days over? This US$442 billion money manager thinks so. 'You have to be very, very brave to call the top for the tech sector'"
34,Tenants' advocates worry critical housing shortage will lead to 'renters finding¬†themselves on the streets',2020-01-16,"Now is the time for action,' says Mayor Val√©rie Plante, as Montreal vacancy rate hits 15-year low",0,"Now is the time for action,' says Mayor Val√©rie Plante, as Montreal vacancy rate hits 15-year low. Tenants' advocates worry critical housing shortage will lead to 'renters finding¬†themselves on the streets'"
87,Treasury Secretary Steven Mnuchin expressed optimism that a deal could be reached by year end,2019-06-26,U.S. set to delay more China tariffs ahead of Trump-Xi meeting,1,U.S. set to delay more China tariffs ahead of Trump-Xi meeting. Treasury Secretary Steven Mnuchin expressed optimism that a deal could be reached by year end
108,"Slack Technologies Inc. plans to forgo a traditional initial public offering and instead intends to sell its shares to bidders in a direct listing, a person familiar with the matter.",2019-01-11,Slack is planning for direct share listing instead of an IPO,0,"Slack is planning for direct share listing instead of an IPO. Slack Technologies Inc. plans to forgo a traditional initial public offering and instead intends to sell its shares to bidders in a direct listing, a person familiar with the matter."
