,description,publishedAt,title,title_desc_sent_1,title_desc
33,Some fund managers say they're wondering if now is the time to cash in,2020-01-17,"Google parent, Alphabet, just became trillion-dollar company",1,"Google parent, Alphabet, just became trillion-dollar company. Some fund managers say they're wondering if now is the time to cash in"
83,Couche-Tard makes strategic cannabis move with investment in Fire & Flower,2019-07-24,Edmonton-based cannabis retailer set to grow with investment from global retailer,1,Edmonton-based cannabis retailer set to grow with investment from global retailer. Couche-Tard makes strategic cannabis move with investment in Fire & Flower
9,The week is ending on an upbeat note after the White House set guidelines to reopen the economy,2020-04-17,Stocks surge higher on report that Gilead drug is helping COVID-19 patients,1,Stocks surge higher on report that Gilead drug is helping COVID-19 patients. The week is ending on an upbeat note after the White House set guidelines to reopen the economy
53,Saudi Arabian oil giant Aramco will sell shares publicly for the first time in December,2019-11-08,What the Saudi Aramco IPO could mean for the future of the oil industry,1,What the Saudi Aramco IPO could mean for the future of the oil industry. Saudi Arabian oil giant Aramco will sell shares publicly for the first time in December
61,"After initial 'bubble' in cannabis stocks, analyst expects about a half dozen companies to survive, thrive",2019-10-14,"Prairies 'bright spot' in Canadian cannabis market as legalization anniversary nears, expert says",1,"Prairies 'bright spot' in Canadian cannabis market as legalization anniversary nears, expert says. After initial 'bubble' in cannabis stocks, analyst expects about a half dozen companies to survive, thrive"
114,"The flood of U.S. pot companies onto Canadian stock exchanges continued Friday, with DionyMed Holdings Inc. receiving conditional approval for its listing after raising $35 million in a private placement.",2018-11-23,U.S. pot rush continues as DionyMed prepares to list in Canada,1,"U.S. pot rush continues as DionyMed prepares to list in Canada. The flood of U.S. pot companies onto Canadian stock exchanges continued Friday, with DionyMed Holdings Inc. receiving conditional approval for its listing after raising $35 million in a private placement."
53,Saudi Arabian oil giant Aramco will sell shares publicly for the first time in December,2019-11-08,What the Saudi Aramco IPO could mean for the future of the oil industry,1,What the Saudi Aramco IPO could mean for the future of the oil industry. Saudi Arabian oil giant Aramco will sell shares publicly for the first time in December
22,Boost comes from news that finance ministers and bankers to hold teleconference on coronavirus response Tuesday,2020-03-02,TSX snaps six-day losing streak as global stocks rally on central bank hopes,1,TSX snaps six-day losing streak as global stocks rally on central bank hopes. Boost comes from news that finance ministers and bankers to hold teleconference on coronavirus response Tuesday
61,"After initial 'bubble' in cannabis stocks, analyst expects about a half dozen companies to survive, thrive",2019-10-14,"Prairies 'bright spot' in Canadian cannabis market as legalization anniversary nears, expert says",1,"Prairies 'bright spot' in Canadian cannabis market as legalization anniversary nears, expert says. After initial 'bubble' in cannabis stocks, analyst expects about a half dozen companies to survive, thrive"
61,"After initial 'bubble' in cannabis stocks, analyst expects about a half dozen companies to survive, thrive",2019-10-14,"Prairies 'bright spot' in Canadian cannabis market as legalization anniversary nears, expert says",1,"Prairies 'bright spot' in Canadian cannabis market as legalization anniversary nears, expert says. After initial 'bubble' in cannabis stocks, analyst expects about a half dozen companies to survive, thrive"
99,'We got in two months what we thought we'd achieve through the course of the year. It's a bit disconcerting',2019-04-01,Cannabis gives Canadian stocks their best high in 19 years. Will it last?,1,Cannabis gives Canadian stocks their best high in 19 years. Will it last?. 'We got in two months what we thought we'd achieve through the course of the year. It's a bit disconcerting'
50,"TD Bank will own about 13% of combined company, which will control about control 24 million accounts",2019-11-25,TD Ameritrade to be bought by Charles Schwab in $26B brokerage blockbuster,1,"TD Ameritrade to be bought by Charles Schwab in $26B brokerage blockbuster. TD Bank will own about 13% of combined company, which will control about control 24 million accounts"
52,The $1.42-billion US deal will be the ninth cloud-focused acquisition for the Canadian-based company,2019-11-11,OpenText Corp. to buy cloud-focused Carbonite Inc. in billion dollar deal,1,OpenText Corp. to buy cloud-focused Carbonite Inc. in billion dollar deal. The $1.42-billion US deal will be the ninth cloud-focused acquisition for the Canadian-based company
107,TSX up seven per cent since Jan. 1 on 11th straight day of gains. But what's that got to do with Cheech & Chong?,2019-01-18,Canadian stocks post their best start to the year since 1980,1,Canadian stocks post their best start to the year since 1980. TSX up seven per cent since Jan. 1 on 11th straight day of gains. But what's that got to do with Cheech & Chong?
107,TSX up seven per cent since Jan. 1 on 11th straight day of gains. But what's that got to do with Cheech & Chong?,2019-01-18,Canadian stocks post their best start to the year since 1980,1,Canadian stocks post their best start to the year since 1980. TSX up seven per cent since Jan. 1 on 11th straight day of gains. But what's that got to do with Cheech & Chong?
61,"After initial 'bubble' in cannabis stocks, analyst expects about a half dozen companies to survive, thrive",2019-10-14,"Prairies 'bright spot' in Canadian cannabis market as legalization anniversary nears, expert says",1,"Prairies 'bright spot' in Canadian cannabis market as legalization anniversary nears, expert says. After initial 'bubble' in cannabis stocks, analyst expects about a half dozen companies to survive, thrive"
9,The week is ending on an upbeat note after the White House set guidelines to reopen the economy,2020-04-17,Stocks surge higher on report that Gilead drug is helping COVID-19 patients,1,Stocks surge higher on report that Gilead drug is helping COVID-19 patients. The week is ending on an upbeat note after the White House set guidelines to reopen the economy
25,Net income rises 3.5 per cent to $2.33 billion,2020-02-25,Scotiabank profit tops estimates in revival of capital markets,1,Scotiabank profit tops estimates in revival of capital markets. Net income rises 3.5 per cent to $2.33 billion
67,Strength of banks and oil companies driving recent gains,2019-09-20,TSX closes at record high as oil rally continues,1,TSX closes at record high as oil rally continues. Strength of banks and oil companies driving recent gains
8,"Shopify's shares jumped as much as 7.8 per cent, pushing its market value over the $100 billion mark",2020-04-20,Shopify pushes past TD to become Canada's second-biggest stock,1,"Shopify pushes past TD to become Canada's second-biggest stock. Shopify's shares jumped as much as 7.8 per cent, pushing its market value over the $100 billion mark"
67,Strength of banks and oil companies driving recent gains,2019-09-20,TSX closes at record high as oil rally continues,1,TSX closes at record high as oil rally continues. Strength of banks and oil companies driving recent gains
87,Treasury Secretary Steven Mnuchin expressed optimism that a deal could be reached by year end,2019-06-26,U.S. set to delay more China tariffs ahead of Trump-Xi meeting,1,U.S. set to delay more China tariffs ahead of Trump-Xi meeting. Treasury Secretary Steven Mnuchin expressed optimism that a deal could be reached by year end
33,Some fund managers say they're wondering if now is the time to cash in,2020-01-17,"Google parent, Alphabet, just became trillion-dollar company",1,"Google parent, Alphabet, just became trillion-dollar company. Some fund managers say they're wondering if now is the time to cash in"
37,"Central bank noted U.S. economy 'showing resilience' despite trade war, according to minutes of Dec. meeting",2020-01-03,Fed saw last month less risk of U.S. recession,1,"Fed saw last month less risk of U.S. recession. Central bank noted U.S. economy 'showing resilience' despite trade war, according to minutes of Dec. meeting"
87,Treasury Secretary Steven Mnuchin expressed optimism that a deal could be reached by year end,2019-06-26,U.S. set to delay more China tariffs ahead of Trump-Xi meeting,1,U.S. set to delay more China tariffs ahead of Trump-Xi meeting. Treasury Secretary Steven Mnuchin expressed optimism that a deal could be reached by year end
8,"Shopify's shares jumped as much as 7.8 per cent, pushing its market value over the $100 billion mark",2020-04-20,Shopify pushes past TD to become Canada's second-biggest stock,1,"Shopify pushes past TD to become Canada's second-biggest stock. Shopify's shares jumped as much as 7.8 per cent, pushing its market value over the $100 billion mark"
53,Saudi Arabian oil giant Aramco will sell shares publicly for the first time in December,2019-11-08,What the Saudi Aramco IPO could mean for the future of the oil industry,1,What the Saudi Aramco IPO could mean for the future of the oil industry. Saudi Arabian oil giant Aramco will sell shares publicly for the first time in December
107,TSX up seven per cent since Jan. 1 on 11th straight day of gains. But what's that got to do with Cheech & Chong?,2019-01-18,Canadian stocks post their best start to the year since 1980,1,Canadian stocks post their best start to the year since 1980. TSX up seven per cent since Jan. 1 on 11th straight day of gains. But what's that got to do with Cheech & Chong?
67,Strength of banks and oil companies driving recent gains,2019-09-20,TSX closes at record high as oil rally continues,1,TSX closes at record high as oil rally continues. Strength of banks and oil companies driving recent gains
61,"After initial 'bubble' in cannabis stocks, analyst expects about a half dozen companies to survive, thrive",2019-10-14,"Prairies 'bright spot' in Canadian cannabis market as legalization anniversary nears, expert says",1,"Prairies 'bright spot' in Canadian cannabis market as legalization anniversary nears, expert says. After initial 'bubble' in cannabis stocks, analyst expects about a half dozen companies to survive, thrive"
83,Couche-Tard makes strategic cannabis move with investment in Fire & Flower,2019-07-24,Edmonton-based cannabis retailer set to grow with investment from global retailer,1,Edmonton-based cannabis retailer set to grow with investment from global retailer. Couche-Tard makes strategic cannabis move with investment in Fire & Flower
107,TSX up seven per cent since Jan. 1 on 11th straight day of gains. But what's that got to do with Cheech & Chong?,2019-01-18,Canadian stocks post their best start to the year since 1980,1,Canadian stocks post their best start to the year since 1980. TSX up seven per cent since Jan. 1 on 11th straight day of gains. But what's that got to do with Cheech & Chong?
9,The week is ending on an upbeat note after the White House set guidelines to reopen the economy,2020-04-17,Stocks surge higher on report that Gilead drug is helping COVID-19 patients,1,Stocks surge higher on report that Gilead drug is helping COVID-19 patients. The week is ending on an upbeat note after the White House set guidelines to reopen the economy
37,"Central bank noted U.S. economy 'showing resilience' despite trade war, according to minutes of Dec. meeting",2020-01-03,Fed saw last month less risk of U.S. recession,1,"Fed saw last month less risk of U.S. recession. Central bank noted U.S. economy 'showing resilience' despite trade war, according to minutes of Dec. meeting"
99,'We got in two months what we thought we'd achieve through the course of the year. It's a bit disconcerting',2019-04-01,Cannabis gives Canadian stocks their best high in 19 years. Will it last?,1,Cannabis gives Canadian stocks their best high in 19 years. Will it last?. 'We got in two months what we thought we'd achieve through the course of the year. It's a bit disconcerting'
33,Some fund managers say they're wondering if now is the time to cash in,2020-01-17,"Google parent, Alphabet, just became trillion-dollar company",1,"Google parent, Alphabet, just became trillion-dollar company. Some fund managers say they're wondering if now is the time to cash in"
87,Treasury Secretary Steven Mnuchin expressed optimism that a deal could be reached by year end,2019-06-26,U.S. set to delay more China tariffs ahead of Trump-Xi meeting,1,U.S. set to delay more China tariffs ahead of Trump-Xi meeting. Treasury Secretary Steven Mnuchin expressed optimism that a deal could be reached by year end
83,Couche-Tard makes strategic cannabis move with investment in Fire & Flower,2019-07-24,Edmonton-based cannabis retailer set to grow with investment from global retailer,1,Edmonton-based cannabis retailer set to grow with investment from global retailer. Couche-Tard makes strategic cannabis move with investment in Fire & Flower
33,Some fund managers say they're wondering if now is the time to cash in,2020-01-17,"Google parent, Alphabet, just became trillion-dollar company",1,"Google parent, Alphabet, just became trillion-dollar company. Some fund managers say they're wondering if now is the time to cash in"
53,Saudi Arabian oil giant Aramco will sell shares publicly for the first time in December,2019-11-08,What the Saudi Aramco IPO could mean for the future of the oil industry,1,What the Saudi Aramco IPO could mean for the future of the oil industry. Saudi Arabian oil giant Aramco will sell shares publicly for the first time in December
